Src IP,Src Port,Dst IP,Dst Port,Timestamp,Flow Duration
172.31.64.115,51249,172.31.0.2,53,20/02/2018 05:29:33,31326
172.31.64.115,59766,172.31.0.2,53,20/02/2018 05:29:33,39923
172.31.64.115,54571,172.31.0.2,53,20/02/2018 05:29:33,18423
172.31.64.115,60611,172.31.0.2,53,20/02/2018 05:29:34,423
172.31.64.115,51113,172.31.0.2,53,20/02/2018 05:29:34,1076
172.31.64.115,52332,172.31.0.2,53,20/02/2018 05:29:34,518
172.31.64.115,58686,172.31.0.2,53,20/02/2018 05:29:54,1363
172.31.64.115,52501,172.31.0.2,53,20/02/2018 05:30:07,1162
172.31.64.115,64091,172.31.0.2,53,20/02/2018 05:30:08,896
172.31.64.115,56866,172.31.0.2,53,20/02/2018 05:30:08,2775
172.31.64.115,63079,172.31.0.2,53,20/02/2018 05:30:08,12329
172.31.64.115,55670,172.31.0.2,53,20/02/2018 08:29:31,423
172.31.64.115,52298,172.31.0.2,53,20/02/2018 08:29:33,2310
172.31.64.115,53922,172.31.0.2,53,20/02/2018 08:29:33,348
172.31.64.115,64172,172.31.0.2,53,20/02/2018 08:29:35,1274
172.31.64.115,58465,172.31.0.2,53,20/02/2018 08:29:35,1095
172.31.64.115,63210,172.31.0.2,53,20/02/2018 08:29:35,279
172.31.64.115,59429,172.31.0.2,53,20/02/2018 08:29:35,978
172.31.64.115,50963,172.31.0.2,53,20/02/2018 08:29:35,421
172.31.64.115,54979,172.31.0.2,53,20/02/2018 08:29:35,1312
172.31.64.115,54268,172.31.0.2,53,20/02/2018 08:29:35,949
172.31.64.115,50753,172.31.0.2,53,20/02/2018 08:29:36,1182
172.31.64.115,62892,172.31.0.2,53,20/02/2018 08:29:36,652
172.31.64.115,50298,172.31.0.2,53,20/02/2018 08:29:36,630
172.31.64.115,52393,172.31.0.2,53,20/02/2018 08:29:37,1288
172.31.64.115,53185,172.31.0.2,53,20/02/2018 08:29:38,1951
172.31.64.118,49581,172.31.0.2,53,20/02/2018 08:29:41,2121
172.31.64.115,52510,172.31.0.2,53,20/02/2018 08:29:42,1877
172.31.64.115,58132,172.31.0.2,53,20/02/2018 08:29:42,739
172.31.64.115,51198,172.31.0.2,53,20/02/2018 08:29:42,219
172.31.64.115,50597,172.31.0.2,53,20/02/2018 08:29:42,1574
172.31.64.115,49943,172.31.0.2,53,20/02/2018 08:29:42,267
172.31.64.115,59348,172.31.0.2,53,20/02/2018 08:29:42,892
172.31.64.115,49164,172.31.0.2,53,20/02/2018 08:29:42,1029
172.31.64.115,63718,172.31.0.2,53,20/02/2018 08:29:42,803
172.31.64.115,62838,172.31.0.2,53,20/02/2018 08:29:42,307
172.31.64.115,51164,172.31.0.2,53,20/02/2018 08:29:42,1158
172.31.64.115,62719,172.31.0.2,53,20/02/2018 08:29:42,386
172.31.64.115,50901,172.31.0.2,53,20/02/2018 08:29:42,855
172.31.64.115,58130,172.31.0.2,53,20/02/2018 08:29:42,316
172.31.64.115,62417,172.31.0.2,53,20/02/2018 08:29:45,19262
172.31.64.115,49536,172.31.0.2,53,20/02/2018 08:29:48,1069
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:29:50,112639619
172.31.64.115,61826,172.31.0.2,53,20/02/2018 08:29:59,960
172.31.64.118,49458,169.254.169.254,80,20/02/2018 08:30:28,6024234
172.31.64.118,49458,169.254.169.254,80,20/02/2018 08:30:34,53986161
146.0.74.132,49584,172.31.64.115,3389,20/02/2018 08:31:19,1657641
172.31.64.118,49459,169.254.169.254,80,20/02/2018 08:31:28,6458153
172.31.64.118,49459,169.254.169.254,80,20/02/2018 08:31:34,53555902
172.31.64.118,49460,169.254.169.254,80,20/02/2018 08:31:41,1173
172.31.64.118,49460,169.254.169.254,80,20/02/2018 08:31:41,3589
172.31.64.118,49461,169.254.169.254,80,20/02/2018 08:31:41,791
172.31.64.118,49461,169.254.169.254,80,20/02/2018 08:31:41,105
172.31.64.118,49475,169.254.169.254,80,20/02/2018 08:32:28,6391028
172.31.64.118,49475,169.254.169.254,80,20/02/2018 08:32:34,53623332
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:32:39,112639600
172.31.64.118,49476,169.254.169.254,80,20/02/2018 08:33:28,6563568
172.31.64.118,49476,169.254.169.254,80,20/02/2018 08:33:34,53450547
172.31.64.118,49477,169.254.169.254,80,20/02/2018 08:34:28,6220282
172.31.64.115,52442,172.31.0.2,53,20/02/2018 08:34:29,2539
172.31.64.118,49477,169.254.169.254,80,20/02/2018 08:34:34,53794024
172.31.64.118,58589,172.31.0.2,53,20/02/2018 08:34:38,607
172.31.64.118,49485,169.254.169.254,80,20/02/2018 08:35:28,6293481
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:35:28,112639501
172.31.64.118,49485,169.254.169.254,80,20/02/2018 08:35:34,53720624
172.31.64.118,49486,169.254.169.254,80,20/02/2018 08:36:28,5668022
172.31.64.118,49486,169.254.169.254,80,20/02/2018 08:36:33,54346233
172.31.64.118,49487,169.254.169.254,80,20/02/2018 08:36:41,803
172.31.64.118,49487,169.254.169.254,80,20/02/2018 08:36:41,91
172.31.64.118,49488,169.254.169.254,80,20/02/2018 08:36:41,1038
172.31.64.118,49488,169.254.169.254,80,20/02/2018 08:36:41,95
172.31.64.118,49489,169.254.169.254,80,20/02/2018 08:37:28,6173993
172.31.64.118,49489,169.254.169.254,80,20/02/2018 08:37:34,53840425
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:38:17,112639560
172.31.64.118,49490,169.254.169.254,80,20/02/2018 08:38:28,5671207
172.31.64.118,49490,169.254.169.254,80,20/02/2018 08:38:33,54342932
172.31.64.115,64712,172.31.0.2,53,20/02/2018 08:39:11,33538
172.31.64.118,55792,172.31.0.2,53,20/02/2018 08:39:15,1670
172.31.64.115,50621,172.31.0.2,53,20/02/2018 08:39:16,1783
172.31.64.118,49493,169.254.169.254,80,20/02/2018 08:39:21,931
172.31.64.118,49493,169.254.169.254,80,20/02/2018 08:39:21,98
172.31.64.118,49494,169.254.169.254,80,20/02/2018 08:39:21,549
172.31.64.118,49494,169.254.169.254,80,20/02/2018 08:39:21,73
172.31.64.118,49495,169.254.169.254,80,20/02/2018 08:39:21,551
172.31.64.118,49495,169.254.169.254,80,20/02/2018 08:39:21,3526
172.31.64.118,49496,169.254.169.254,80,20/02/2018 08:39:28,6517272
172.31.64.118,49496,169.254.169.254,80,20/02/2018 08:39:34,53496819
172.31.64.118,49500,169.254.169.254,80,20/02/2018 08:40:28,6184774
172.31.64.118,49500,169.254.169.254,80,20/02/2018 08:40:34,53828709
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:41:06,112639675
172.31.64.118,49501,169.254.169.254,80,20/02/2018 08:41:28,5884377
172.31.64.118,49501,169.254.169.254,80,20/02/2018 08:41:34,54129870
172.31.64.118,49502,169.254.169.254,80,20/02/2018 08:41:41,820
172.31.64.118,49502,169.254.169.254,80,20/02/2018 08:41:41,127
172.31.64.118,49503,169.254.169.254,80,20/02/2018 08:41:41,772
172.31.64.118,49503,169.254.169.254,80,20/02/2018 08:41:41,87
172.31.64.118,49505,169.254.169.254,80,20/02/2018 08:42:28,5689496
172.31.64.118,49505,169.254.169.254,80,20/02/2018 08:42:34,54315768
172.31.64.115,60071,172.31.0.2,53,20/02/2018 08:42:57,56575
172.31.64.115,59445,172.31.0.2,53,20/02/2018 08:42:58,2114
172.31.64.115,60965,172.31.0.2,53,20/02/2018 08:42:58,1672
172.31.64.115,55303,172.31.0.2,53,20/02/2018 08:42:58,397
172.31.64.115,60771,172.31.0.2,53,20/02/2018 08:42:58,2093
172.31.64.115,57408,172.31.0.2,53,20/02/2018 08:42:59,4929
172.31.64.115,50765,172.31.0.2,53,20/02/2018 08:43:00,351
172.31.64.115,63756,172.31.0.2,53,20/02/2018 08:43:00,1481
172.31.64.115,49404,172.31.0.2,53,20/02/2018 08:43:00,426
172.31.64.115,54665,172.31.0.2,53,20/02/2018 08:43:00,1024
172.31.64.115,57950,172.31.0.2,53,20/02/2018 08:43:00,1000
172.31.64.115,58613,172.31.0.2,53,20/02/2018 08:43:00,44293
172.31.64.115,54497,172.31.0.2,53,20/02/2018 08:43:00,512
172.31.64.115,53380,172.31.0.2,53,20/02/2018 08:43:00,36376
172.31.64.115,53353,172.31.0.2,53,20/02/2018 08:43:01,20348
172.31.64.115,51730,172.31.0.2,53,20/02/2018 08:43:01,329
172.31.64.115,58236,172.31.0.2,53,20/02/2018 08:43:01,27229
172.31.64.115,55724,172.31.0.2,53,20/02/2018 08:43:01,19801
172.31.64.115,57756,172.31.0.2,53,20/02/2018 08:43:02,17471
172.31.64.115,60732,172.31.0.2,53,20/02/2018 08:43:02,27991
172.31.64.115,55509,172.31.0.2,53,20/02/2018 08:43:02,64762
172.31.64.115,60472,172.31.0.2,53,20/02/2018 08:43:02,1605
172.31.64.115,64464,172.31.0.2,53,20/02/2018 08:43:02,26873
172.31.64.115,63608,172.31.0.2,53,20/02/2018 08:43:02,555
172.31.64.115,56839,172.31.0.2,53,20/02/2018 08:43:03,27645
172.31.64.115,63281,172.31.0.2,53,20/02/2018 08:43:03,527
172.31.64.115,53478,172.31.0.2,53,20/02/2018 08:43:03,409
172.31.64.115,58398,172.31.0.2,53,20/02/2018 08:43:03,894
172.31.64.115,55486,172.31.0.2,53,20/02/2018 08:43:03,48603
172.31.64.115,64753,172.31.0.2,53,20/02/2018 08:43:03,1799
172.31.64.115,52344,172.31.0.2,53,20/02/2018 08:43:03,2065
172.31.64.115,57189,172.31.0.2,53,20/02/2018 08:43:04,3072
172.31.64.115,55084,172.31.0.2,53,20/02/2018 08:43:04,976
172.31.64.115,52935,172.31.0.2,53,20/02/2018 08:43:04,525
172.31.64.115,55810,172.31.0.2,53,20/02/2018 08:43:04,4050
172.31.64.118,49506,169.254.169.254,80,20/02/2018 08:43:28,5585347
172.31.64.118,49506,169.254.169.254,80,20/02/2018 08:43:33,54428718
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:43:55,112639592
146.0.74.132,58741,172.31.64.115,3389,20/02/2018 08:44:24,1638456
172.31.64.118,49507,169.254.169.254,80,20/02/2018 08:44:28,6078552
172.31.64.118,49508,169.254.169.254,80,20/02/2018 08:44:33,920
172.31.64.118,49508,169.254.169.254,80,20/02/2018 08:44:33,109
172.31.64.118,49507,169.254.169.254,80,20/02/2018 08:44:34,53935585
172.31.64.118,49509,169.254.169.254,80,20/02/2018 08:44:35,856
172.31.64.118,49509,169.254.169.254,80,20/02/2018 08:44:35,87
172.31.64.118,49510,169.254.169.254,80,20/02/2018 08:44:38,745
172.31.64.118,49510,169.254.169.254,80,20/02/2018 08:44:38,86
172.31.64.118,49511,169.254.169.254,80,20/02/2018 08:44:40,978
172.31.64.118,49511,169.254.169.254,80,20/02/2018 08:44:40,87
172.31.64.118,49513,169.254.169.254,80,20/02/2018 08:44:42,963
172.31.64.118,49513,169.254.169.254,80,20/02/2018 08:44:42,81
172.31.64.118,63985,172.31.0.2,53,20/02/2018 08:44:42,2682
172.31.64.118,49515,169.254.169.254,80,20/02/2018 08:44:44,803
172.31.64.118,49515,169.254.169.254,80,20/02/2018 08:44:44,90
172.31.64.118,49516,169.254.169.254,80,20/02/2018 08:44:46,718
172.31.64.118,49516,169.254.169.254,80,20/02/2018 08:44:46,83
172.31.64.118,49517,169.254.169.254,80,20/02/2018 08:44:49,846
172.31.64.118,49517,169.254.169.254,80,20/02/2018 08:44:49,84
172.31.64.118,49518,169.254.169.254,80,20/02/2018 08:44:51,773
172.31.64.118,49518,169.254.169.254,80,20/02/2018 08:44:51,98
172.31.64.118,49519,169.254.169.254,80,20/02/2018 08:44:53,807
172.31.64.118,49519,169.254.169.254,80,20/02/2018 08:44:53,85
172.31.64.118,49521,169.254.169.254,80,20/02/2018 08:45:28,6116935
172.31.64.118,49521,169.254.169.254,80,20/02/2018 08:45:34,53897314
172.31.64.118,49522,169.254.169.254,80,20/02/2018 08:46:28,5810146
172.31.64.118,49522,169.254.169.254,80,20/02/2018 08:46:34,54204022
172.31.64.118,49523,169.254.169.254,80,20/02/2018 08:46:41,904
172.31.64.118,49523,169.254.169.254,80,20/02/2018 08:46:41,87
172.31.64.118,49524,169.254.169.254,80,20/02/2018 08:46:41,784
172.31.64.118,49524,169.254.169.254,80,20/02/2018 08:46:41,80
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:46:44,112639596
77.72.83.21,18829,172.31.64.115,3389,20/02/2018 08:46:59,2365105
146.0.74.132,60556,172.31.64.115,3389,20/02/2018 08:46:59,1699952
172.31.64.118,49525,169.254.169.254,80,20/02/2018 08:47:28,6280448
172.31.64.118,49525,169.254.169.254,80,20/02/2018 08:47:34,53733736
172.31.64.118,49527,169.254.169.254,80,20/02/2018 08:48:28,6244971
172.31.64.118,49527,169.254.169.254,80,20/02/2018 08:48:34,53769243
172.31.64.118,49528,169.254.169.254,80,20/02/2018 08:49:13,882
172.31.64.118,49528,169.254.169.254,80,20/02/2018 08:49:13,88
172.31.64.118,49529,169.254.169.254,80,20/02/2018 08:49:13,637
172.31.64.118,49529,169.254.169.254,80,20/02/2018 08:49:13,82
172.31.64.118,49530,169.254.169.254,80,20/02/2018 08:49:13,562
172.31.64.118,49530,169.254.169.254,80,20/02/2018 08:49:13,73
172.31.64.118,49531,169.254.169.254,80,20/02/2018 08:49:28,5483548
172.31.64.118,49531,169.254.169.254,80,20/02/2018 08:49:33,54530569
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:49:33,112639611
172.31.64.118,49532,169.254.169.254,80,20/02/2018 08:50:28,5748440
172.31.64.118,49532,169.254.169.254,80,20/02/2018 08:50:34,54265841
172.31.64.118,49533,169.254.169.254,80,20/02/2018 08:51:28,6241338
172.31.64.118,49533,169.254.169.254,80,20/02/2018 08:51:34,53772783
77.72.83.21,11945,172.31.64.115,3389,20/02/2018 08:51:37,1814553
172.31.64.118,49534,169.254.169.254,80,20/02/2018 08:51:41,838
172.31.64.118,49534,169.254.169.254,80,20/02/2018 08:51:41,79
172.31.64.118,49535,169.254.169.254,80,20/02/2018 08:51:41,762
172.31.64.118,49535,169.254.169.254,80,20/02/2018 08:51:41,80
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:52:22,112639540
172.31.64.118,49536,169.254.169.254,80,20/02/2018 08:52:28,5970116
172.31.64.118,49536,169.254.169.254,80,20/02/2018 08:52:34,54043962
172.31.64.118,49537,169.254.169.254,80,20/02/2018 08:53:28,6007414
172.31.64.118,49537,169.254.169.254,80,20/02/2018 08:53:34,54006718
172.31.64.118,49538,169.254.169.254,80,20/02/2018 08:54:28,5577450
172.31.64.118,49538,169.254.169.254,80,20/02/2018 08:54:34,54436693
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:55:11,112639691
172.31.64.118,49539,169.254.169.254,80,20/02/2018 08:55:28,5904561
172.31.64.118,49539,169.254.169.254,80,20/02/2018 08:55:34,54109636
172.31.64.115,56994,172.31.0.2,53,20/02/2018 08:56:26,456
172.31.64.115,54905,172.31.0.2,53,20/02/2018 08:56:26,461
172.31.64.115,51354,172.31.0.2,53,20/02/2018 08:56:28,262
172.31.64.118,49540,169.254.169.254,80,20/02/2018 08:56:28,5563367
172.31.64.115,60747,172.31.0.2,53,20/02/2018 08:56:29,331
172.31.64.118,49540,169.254.169.254,80,20/02/2018 08:56:34,54450691
172.31.64.118,49561,178.255.83.1,80,20/02/2018 08:56:40,287231
172.31.64.118,65055,172.31.0.2,53,20/02/2018 08:56:40,74210
172.31.64.118,64943,172.31.0.2,53,20/02/2018 08:56:40,1001
172.31.64.118,49508,172.31.0.2,53,20/02/2018 08:56:40,961
172.31.64.118,49561,178.255.83.1,80,20/02/2018 08:56:41,262
172.31.64.118,64302,172.31.0.2,53,20/02/2018 08:56:41,889
172.31.64.118,51657,172.31.0.2,53,20/02/2018 08:56:41,960
172.31.64.118,55792,172.31.0.2,53,20/02/2018 08:56:41,1110
172.31.64.118,60992,172.31.0.2,53,20/02/2018 08:56:41,1983
172.31.64.118,55722,172.31.0.2,53,20/02/2018 08:56:41,2019
172.31.64.118,64066,172.31.0.2,53,20/02/2018 08:56:42,387
172.31.64.118,49585,169.254.169.254,80,20/02/2018 08:56:45,898
172.31.64.118,49585,169.254.169.254,80,20/02/2018 08:56:45,90
172.31.64.118,53791,172.31.0.2,53,20/02/2018 08:56:45,965
172.31.64.118,49586,169.254.169.254,80,20/02/2018 08:56:46,812
172.31.64.118,49586,169.254.169.254,80,20/02/2018 08:56:46,88
172.31.64.118,56218,172.31.0.2,53,20/02/2018 08:56:46,1442
172.31.64.118,49605,178.255.83.1,80,20/02/2018 08:56:47,60971
172.31.64.118,49605,178.255.83.1,80,20/02/2018 08:56:47,10622
172.31.64.118,49614,178.255.83.1,80,20/02/2018 08:56:47,48093
172.31.64.118,49614,178.255.83.1,80,20/02/2018 08:56:47,2129
172.31.64.118,58777,172.31.0.2,53,20/02/2018 08:56:47,312
172.31.64.118,56809,172.31.0.2,53,20/02/2018 08:56:47,15392
172.31.64.118,49619,178.255.83.1,80,20/02/2018 08:56:48,48091
172.31.64.118,49619,178.255.83.1,80,20/02/2018 08:56:48,222
172.31.64.118,63342,172.31.0.2,53,20/02/2018 08:56:48,2061
172.31.64.118,49621,169.254.169.254,80,20/02/2018 08:57:28,5558606
172.31.64.118,49621,169.254.169.254,80,20/02/2018 08:57:34,54455174
8.6.0.1,0,8.0.6.4,0,20/02/2018 08:58:00,112639600
172.31.64.118,49623,169.254.169.254,80,20/02/2018 08:58:28,5974049
172.31.64.118,49623,169.254.169.254,80,20/02/2018 08:58:34,54040088
172.31.64.115,51008,172.31.0.2,53,20/02/2018 08:59:06,3276
172.31.64.118,49624,169.254.169.254,80,20/02/2018 08:59:28,5426163
172.31.64.118,49624,169.254.169.254,80,20/02/2018 08:59:34,54588018
172.31.64.118,49625,169.254.169.254,80,20/02/2018 08:59:36,975
172.31.64.118,49625,169.254.169.254,80,20/02/2018 08:59:36,132
172.31.64.118,49626,169.254.169.254,80,20/02/2018 08:59:36,594
172.31.64.118,49626,169.254.169.254,80,20/02/2018 08:59:36,120
172.31.64.118,49627,169.254.169.254,80,20/02/2018 08:59:36,580
172.31.64.118,49627,169.254.169.254,80,20/02/2018 08:59:36,71
172.31.64.115,53780,172.31.0.2,53,20/02/2018 08:59:41,3029
172.31.64.118,49629,169.254.169.254,80,20/02/2018 08:59:56,900
172.31.64.118,49629,169.254.169.254,80,20/02/2018 08:59:56,85
172.31.64.118,49630,169.254.169.254,80,20/02/2018 08:59:58,14638
172.31.64.118,49630,169.254.169.254,80,20/02/2018 08:59:58,2742
146.0.74.132,53156,172.31.64.115,3389,20/02/2018 08:59:59,1642738
172.31.64.118,49631,169.254.169.254,80,20/02/2018 09:00:00,990
172.31.64.118,49631,169.254.169.254,80,20/02/2018 09:00:00,4754
172.31.64.118,49632,169.254.169.254,80,20/02/2018 09:00:02,979
172.31.64.118,49632,169.254.169.254,80,20/02/2018 09:00:02,237
172.31.64.118,49633,169.254.169.254,80,20/02/2018 09:00:05,1012
172.31.64.118,49633,169.254.169.254,80,20/02/2018 09:00:05,176
172.31.64.118,49634,169.254.169.254,80,20/02/2018 09:00:07,945
172.31.64.118,49634,169.254.169.254,80,20/02/2018 09:00:07,149
172.31.64.118,49635,169.254.169.254,80,20/02/2018 09:00:09,861
172.31.64.118,49635,169.254.169.254,80,20/02/2018 09:00:09,236
172.31.64.118,49636,169.254.169.254,80,20/02/2018 09:00:11,1026
172.31.64.118,49636,169.254.169.254,80,20/02/2018 09:00:11,3769
172.31.64.118,49637,169.254.169.254,80,20/02/2018 09:00:14,897
172.31.64.118,49637,169.254.169.254,80,20/02/2018 09:00:14,187
172.31.64.118,49638,169.254.169.254,80,20/02/2018 09:00:16,997
172.31.64.118,49638,169.254.169.254,80,20/02/2018 09:00:16,181
172.31.64.118,49639,169.254.169.254,80,20/02/2018 09:00:28,5617199
172.31.64.118,49639,169.254.169.254,80,20/02/2018 09:00:34,54396910
77.72.83.21,54992,172.31.64.115,3389,20/02/2018 09:00:45,2791123
8.6.0.1,0,8.0.6.4,0,20/02/2018 09:00:49,112639613
172.31.64.118,49640,169.254.169.254,80,20/02/2018 09:01:28,5896375
172.31.64.118,49640,169.254.169.254,80,20/02/2018 09:01:34,54117893
172.31.64.118,49641,169.254.169.254,80,20/02/2018 09:01:41,5280
172.31.64.118,49641,169.254.169.254,80,20/02/2018 09:01:41,1174
172.31.64.118,49642,169.254.169.254,80,20/02/2018 09:01:41,917
172.31.64.118,49642,169.254.169.254,80,20/02/2018 09:01:41,99
172.31.64.118,49643,169.254.169.254,80,20/02/2018 09:02:28,5355056
172.31.64.118,49643,169.254.169.254,80,20/02/2018 09:02:34,54659202
172.31.64.118,49644,169.254.169.254,80,20/02/2018 09:03:28,5239306
172.31.64.118,49644,169.254.169.254,80,20/02/2018 09:03:33,54775053
8.6.0.1,0,8.0.6.4,0,20/02/2018 09:03:38,112639618
172.31.64.118,49645,169.254.169.254,80,20/02/2018 09:04:28,5552789
172.31.64.118,49645,169.254.169.254,80,20/02/2018 09:04:34,54461415
172.31.64.118,49646,169.254.169.254,80,20/02/2018 09:05:28,5339504
172.31.64.118,49646,169.254.169.254,80,20/02/2018 09:05:34,54674804
172.31.64.118,49655,178.255.83.1,80,20/02/2018 09:05:37,143742
172.31.64.118,49655,178.255.83.1,80,20/02/2018 09:05:37,1130
172.31.64.118,62892,172.31.0.2,53,20/02/2018 09:05:37,42118
172.31.64.118,64045,172.31.0.2,53,20/02/2018 09:05:37,262
172.31.64.118,57123,172.31.0.2,53,20/02/2018 09:05:38,366
172.31.64.118,57847,172.31.0.2,53,20/02/2018 09:05:38,1861
172.31.64.118,49667,178.255.83.1,80,20/02/2018 09:05:39,640876
172.31.64.118,49667,178.255.83.1,80,20/02/2018 09:05:39,143
172.31.64.118,54668,172.31.0.2,53,20/02/2018 09:05:39,46212
172.31.64.118,56973,172.31.0.2,53,20/02/2018 09:05:39,1415
172.31.64.118,58509,172.31.0.2,53,20/02/2018 09:05:40,18637
172.31.64.118,54965,172.31.0.2,53,20/02/2018 09:05:43,915
172.31.64.118,54741,172.31.0.2,53,20/02/2018 09:05:43,18425
172.31.64.118,49537,172.31.0.2,53,20/02/2018 09:05:43,1069
172.31.64.118,64297,172.31.0.2,53,20/02/2018 09:05:43,1687
172.31.64.118,60555,172.31.0.2,53,20/02/2018 09:05:43,101367
172.31.64.118,57561,172.31.0.2,53,20/02/2018 09:05:43,1271
172.31.64.118,49735,172.31.0.2,53,20/02/2018 09:05:44,203806
172.31.64.118,49708,178.255.83.1,80,20/02/2018 09:05:45,89432
172.31.64.118,49706,178.255.83.1,80,20/02/2018 09:05:45,172325
172.31.64.118,51932,172.31.0.2,53,20/02/2018 09:05:45,1105
172.31.64.118,51386,172.31.0.2,53,20/02/2018 09:05:45,461
172.31.64.118,62484,172.31.0.2,53,20/02/2018 09:05:45,26014
172.31.64.118,49238,172.31.0.2,53,20/02/2018 09:05:45,667
172.31.64.118,52981,172.31.0.2,53,20/02/2018 09:05:45,1830
172.31.64.118,49708,178.255.83.1,80,20/02/2018 09:05:46,507
172.31.64.118,49706,178.255.83.1,80,20/02/2018 09:05:46,222
172.31.64.118,49732,178.255.83.1,80,20/02/2018 09:05:46,90553
172.31.64.118,49732,178.255.83.1,80,20/02/2018 09:05:46,654
172.31.64.118,56391,172.31.0.2,53,20/02/2018 09:05:46,87015
172.31.64.118,59742,172.31.0.2,53,20/02/2018 09:05:46,265
172.31.64.118,57780,172.31.0.2,53,20/02/2018 09:05:46,172348
172.31.64.118,62848,172.31.0.2,53,20/02/2018 09:05:46,277
172.31.64.118,54622,172.31.0.2,53,20/02/2018 09:05:46,971
172.31.64.118,58283,172.31.0.2,53,20/02/2018 09:05:47,312
172.31.64.118,63510,172.31.0.2,53,20/02/2018 09:05:47,295
8.6.0.1,0,8.0.6.4,0,20/02/2018 09:06:27,112639649
172.31.64.118,49747,169.254.169.254,80,20/02/2018 09:06:28,5973685
172.31.64.118,49747,169.254.169.254,80,20/02/2018 09:06:34,54040706
172.31.64.118,55399,172.31.0.2,53,20/02/2018 09:06:36,326
172.31.64.118,49749,169.254.169.254,80,20/02/2018 09:06:41,900
172.31.64.118,49749,169.254.169.254,80,20/02/2018 09:06:41,90
172.31.64.118,49750,169.254.169.254,80,20/02/2018 09:06:41,824
172.31.64.118,49750,169.254.169.254,80,20/02/2018 09:06:41,90
172.31.64.118,49751,169.254.169.254,80,20/02/2018 09:07:28,5299431
172.31.64.118,49751,169.254.169.254,80,20/02/2018 09:07:34,54714510
146.0.74.132,58472,172.31.64.115,3389,20/02/2018 09:07:49,1642179
172.31.64.118,49752,169.254.169.254,80,20/02/2018 09:08:28,5375589
172.31.64.118,49752,169.254.169.254,80,20/02/2018 09:08:34,54624180
8.6.0.1,0,8.0.6.4,0,20/02/2018 09:09:16,112639589
172.31.64.118,49753,169.254.169.254,80,20/02/2018 09:09:28,5439340
172.31.64.118,49753,169.254.169.254,80,20/02/2018 09:09:34,54574046
172.31.64.118,49754,169.254.169.254,80,20/02/2018 09:09:37,958
172.31.64.118,49754,169.254.169.254,80,20/02/2018 09:09:37,88
172.31.64.118,49755,169.254.169.254,80,20/02/2018 09:09:37,560
172.31.64.118,49755,169.254.169.254,80,20/02/2018 09:09:37,73
172.31.64.118,49756,169.254.169.254,80,20/02/2018 09:09:37,600
172.31.64.118,49756,169.254.169.254,80,20/02/2018 09:09:37,75
172.31.64.115,55681,172.31.0.2,53,20/02/2018 09:09:57,41254
172.31.64.115,62252,172.31.0.2,53,20/02/2018 09:09:57,1162
172.31.64.115,64518,172.31.0.2,53,20/02/2018 09:09:58,45983
172.31.64.115,55227,172.31.0.2,53,20/02/2018 09:09:58,314
172.31.64.115,49441,172.31.0.2,53,20/02/2018 09:09:58,1193
172.31.64.115,57999,172.31.0.2,53,20/02/2018 09:09:59,48025
172.31.64.115,59415,172.31.0.2,53,20/02/2018 09:09:59,478
172.31.64.115,51573,172.31.0.2,53,20/02/2018 09:10:00,292
172.31.64.115,49267,172.31.0.2,53,20/02/2018 09:10:00,497
172.31.64.115,63419,172.31.0.2,53,20/02/2018 09:10:00,52499
172.31.64.115,50393,172.31.0.2,53,20/02/2018 09:10:00,6805
172.31.64.115,59373,172.31.0.2,53,20/02/2018 09:10:00,33982
172.31.64.115,64992,172.31.0.2,53,20/02/2018 09:10:00,1459
172.31.64.115,54041,172.31.0.2,53,20/02/2018 09:10:00,437
172.31.64.115,50925,172.31.0.2,53,20/02/2018 09:10:00,2667
172.31.64.115,52066,172.31.0.2,53,20/02/2018 09:10:00,1044
172.31.64.115,56083,172.31.0.2,53,20/02/2018 09:10:01,38449
172.31.64.115,54284,172.31.0.2,53,20/02/2018 09:10:01,354
172.31.64.115,59500,172.31.0.2,53,20/02/2018 09:10:01,518
172.31.64.115,59297,172.31.0.2,53,20/02/2018 09:10:01,2278
172.31.64.115,65114,172.31.0.2,53,20/02/2018 09:10:01,18068
172.31.64.115,59452,172.31.0.2,53,20/02/2018 09:10:01,44644
172.31.64.115,51682,172.31.0.2,53,20/02/2018 09:10:01,1024
172.31.64.115,60264,172.31.0.2,53,20/02/2018 09:10:01,1407
172.31.64.115,56760,172.31.0.2,53,20/02/2018 09:10:01,371
172.31.64.115,63381,172.31.0.2,53,20/02/2018 09:10:01,289
172.31.64.115,57056,172.31.0.2,53,20/02/2018 09:10:02,396
172.31.64.115,53730,172.31.0.2,53,20/02/2018 09:10:02,81714
172.31.64.115,51450,172.31.0.2,53,20/02/2018 09:10:02,982
172.31.64.115,60051,172.31.0.2,53,20/02/2018 09:10:02,93829
172.31.64.115,61194,172.31.0.2,53,20/02/2018 09:10:02,2020
